task#,layer,top1,top1_logit,top2,top2_logit,top3,top3_logit,top4,top4_logit,top5,top5_logit
18,4,妊,15.688, lesbische,15.000,antwort,14.875,htar,14.812,本场比赛,14.500
18,5,htar,13.438,omers,12.250,uggestions,12.125,plement,11.812,erc,11.688
18,6,/w,12.125,otope,11.688, likely,10.812,htar,10.625,omers,10.062
18,7,otope,11.625,/w,11.250, somewhere,10.875, NOT,10.562,erc,10.500
18,8,与否,12.000,otope,11.438, meant,11.250,/w,11.062, undoubtedly,10.688
18,9,/w,13.125,abella,12.000,/is,11.812,与否,11.625,otope,11.562
18,10,abella,12.688,/w,12.125,/is,11.688,eração,11.062,:,10.875
18,11,abella,12.750,/w,12.312,/is,11.125,:,11.062,eração,10.688
18,12,/w,13.188,abella,12.000,/is,11.875,:,11.500,geber,10.250
18,13,/w,12.562,/is,12.188,abella,11.875,ellas,11.812,ivant,10.812
18,14,/w,13.062,abella,12.375,/is,11.562,:,11.312, none,11.250
18,15,/w,12.062,ccione,11.688, undoubtedly,10.875,/is,10.812,VERTISEMENT,10.750
18,16,ccione,12.562,VERTISEMENT,12.312,/is,11.438, NONE,11.250, neither,11.188
18,17,ccione,14.562,VERTISEMENT,12.812, unequiv,11.438, neither,11.438,:,11.188
18,18,ccione,12.000, Answer,11.438,:,11.312,的答案,11.062, neither,10.500
18,19,的答案,15.500,ccione,14.500, Answer,13.250,ansa,12.562, undoubtedly,12.562
18,20,ccione,14.375, undoubtedly,12.875,:none,12.625,当之无愧,12.250, whichever,12.250
18,21, NONE,13.375,ccione,13.312, whichever,13.125, undoubtedly,12.875, indeed,12.062
18,22, NONE,13.625, Option,12.375, Resolver,12.312, [[',12.125,バン,12.062
18,23, False,12.688, UICollectionViewCell,12.500, Option,12.312,:@{,12.250, FALSE,11.938
18,24, Option,13.312, NotImplemented,12.688, None,12.500, UICollectionViewCell,12.312, NONE,12.250
18,25,:d,12.688, Option,12.375, None,10.562, NotImplemented,10.500,:D,10.375
18,26,:d,12.312, NONE,12.188, None,12.125, Option,12.062, neither,11.688
18,27,:d,12.375, NONE,11.438,:b,10.688,�藏,10.688, neither,10.500
18,28, None,12.500, NONE,12.438,:d,12.438,_none,12.000,:b,11.625
18,29, B,14.625, A,14.250,:B,14.125,Ｂ,13.625, None,13.438
18,30, D,19.375, C,17.250, B,16.125,:C,15.750,:B,14.500
18,31, B,18.500, D,17.250, C,16.625,:B,15.312,:C,13.875
18,32, D,19.750, B,18.250, C,15.875,:B,14.625,D,12.875
18,33, D,20.250, B,19.500, C,17.750,:B,14.000, A,13.000
18,34, D,22.625, B,22.250, C,19.875, A,16.375,D,14.875
18,35, B,17.375, D,16.625, C,16.375, A,13.875, False,12.188
18,36, D,47.500, B,47.500, C,46.250, A,44.250, False,37.000
19,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
19,1,otope,17.375, Bannon,15.938, Escorts,15.562, Buccane,15.125,htar,15.125
19,2, Hentai,18.125, Buccane,18.000,代言人,17.125, lesbische,16.750, Sesso,16.625
19,3, Buccane,16.125,代言人,16.000, commissioner,15.688, lesbische,15.375,.then,15.188
19,4,妊,15.750,htar,15.312, lesbische,15.125,antwort,15.000,ponse,14.375
19,5,htar,13.938,omers,12.625,otope,12.125,uggestions,12.062,加分,12.000
19,6,otope,12.625,/w,12.312, likely,11.250,htar,11.188,nt,10.500
19,7,otope,12.250,/w,11.500,orse,10.688, meant,10.312, NOT,10.312
19,8,otope,12.188,与否,12.000,/w,11.812, meant,11.000, undoubtedly,10.625
19,9,/w,13.250,:,11.875,abella,11.812,/is,11.750,otope,11.688
19,10,abella,13.125,/w,12.375,eração,11.438,:,11.125,geber,10.938
19,11,abella,13.000,/w,12.125,:,11.250,redni,10.625,/un,10.625
19,12,/w,12.562,abella,11.812,:,11.375,/is,10.562,redni,10.188
19,13,/w,13.062,abella,11.938,/is,11.938,ellas,11.562, neither,11.250
19,14,/w,12.562, none,12.562,abella,11.375,:,11.250,/is,11.188
19,15,/w,12.062, undoubtedly,11.812, none,10.938,ccione,10.875,redni,10.812
19,16,eman,11.438,ccione,11.188, NONE,11.125,VERTISEMENT,10.500, Option,10.500
19,17,ccione,13.500, unequiv,11.062,VERTISEMENT,10.812,:,10.812,*:,10.750
19,18,哪一个,11.062,:,10.500, None,10.188,ccione,10.125, unequiv,10.000
19,19,的答案,13.625,哪一个,12.938,_PROF,11.438, NONE,11.188, Answer,11.188
19,20,哪一个,11.438, Option,11.312, whichever,10.688,当之无愧,10.625, Professor,10.188
19,21, [[',11.125,owler,10.812, whichever,10.812,哪一个,10.750, Option,10.750
19,22, [[',11.938, ********************************************************************************,11.812, Option,11.750,为广大,11.500,シー,11.375
19,23, ********************************************************************************,12.938, '../../../../,12.875,:Event,12.250, WebDriver,11.875, None,11.688
19,24, None,12.875, Uncategorized,10.875,使用網路,10.688, Option,10.688, whichever,10.625
19,25,:d,11.750, D,11.562, None,11.062,使用網路,11.000, whichever,10.625
19,26, None,12.938, whichever,12.688,\tNone,11.062,哪一个,10.812, Option,10.562
19,27,:D,11.000,:A,10.875, None,10.688, D,10.625, MouseButton,10.312
19,28, None,12.062,哪一个,11.688,\tNone,11.438, Antarctica,10.688,_none,10.562
19,29,:A,13.562, None,12.750, A,12.125,:B,12.000,:C,11.688
19,30, D,20.125,:D,15.562,:C,13.750,:d,13.562,D,13.500
19,31, D,18.125,:D,12.438,D,12.250,:d,11.812, A,11.562
19,32, D,21.875,D,15.688,:D,14.250,_d,14.125,:d,13.125
19,33, D,21.250,D,13.812, A,12.562,_d,12.375, C,12.312
19,34, D,24.625, nar,18.000, A,16.625,D,16.000, B,15.562
19,35, D,18.875, Nar,14.688, A,14.312, nar,14.250, C,13.062
19,36, D,39.500, A,34.750, C,31.500, B,31.000, N,28.625
